gfem_front_base_x,gfem_front_base_y,gfem_front_base_z,gfem_rear_base_x,gfem_rear_base_y,gfem_rear_base_z,gfem_front_deform_x,gfem_front_deform_y,gfem_front_deform_z,gfem_rear_deform_x,gfem_rear_deform_y,gfem_rear_deform_z,dfem_front_base_x,dfem_front_base_y,dfem_front_base_z,dfem_rear_base_x,dfem_rear_base_y,dfem_rear_base_z,dfem_front_deform_x,dfem_front_deform_y,dfem_front_deform_z,dfem_rear_deform_x,dfem_rear_deform_y,dfem_rear_deform_z
,,,,,,,,,,,,42446.81441,-22324.32787,940.118369,43370.51862,-21780.33459,929.9979313,42446.46045,-22323.63735,945.40812,43370.17593,-21779.29999,937.15372
,,,,,,,,,,,,42461.97844,-22350.13415,942.1329812,43384.4071,-21806.89181,931.9901782,42461.65672,-22349.41658,947.64491,43384.06577,-21805.87725,939.43859
,,,,,,,,,,,,42456.92375,-22341.53207,941.4613138,43379.77782,-21798.03932,931.3257377,42456.55797,-22340.8235,946.89874,43379.46916,-21796.98486,938.67667
,,,,,,,,,,,,42426.59586,-22289.91953,937.4339906,43351.99828,-21744.92579,927.3463519,42426.26535,-22289.26503,942.43171,43351.68952,-21743.92997,934.11536
,,,,,,,,,,,,42421.54123,-22281.31744,936.7631979,43347.36792,-21736.07367,926.684244,42421.16656,-22280.67194,941.68817,43347.09289,-21735.13737,933.35747
,,,,,,,,,,,,42416.4866,-22272.71536,936.0925215,43342.7375,-21727.22157,926.0224333,42416.16778,-22272.07884,940.94585,43342.39631,-21726.24481,932.59983
,,,,,,,,,,,,42436.70512,-22307.12369,938.7759332,43361.25871,-21762.63011,928.6714942,42436.36291,-22306.4512,943.91945,43360.98272,-21761.61503,935.63397
,,,,,,,,,,,,42431.65049,-22298.52161,938.1049013,43356.62855,-21753.77793,928.0087656,42431.36412,-22297.85812,943.17546,43356.28609,-21752.82249,934.87452
,,,,,,,,,,,,42305.28622,-22083.47588,921.3648458,43240.87316,-21532.46821,911.5198815,42304.99683,-22083.03143,924.67303,43240.65598,-21531.72262,915.99983
,,,,,,,,,,,,42280.01412,-22040.46809,918.0244877,43217.73041,-21488.2011,908.2335342,42279.7044,-22040.06651,921.00166,43217.4699,-21487.46759,912.25779
,,,,,,,,,,,,42290.12291,-22057.67122,919.3603315,43226.98705,-21505.9082,909.5478381,42289.80132,-22057.25251,922.46853,43226.76423,-21505.1495,913.75248
,,,,,,,,,,,,42285.0685,-22049.06967,918.6923559,43222.35865,-21497.05469,908.8906517,42284.80288,-22048.6595,921.73489,43222.16706,-21496.35856,913.00484
,,,,,,,,,,,,42300.23177,-22074.87429,920.6965779,43236.2443,-21523.61496,910.8624459,42299.89829,-22074.43847,923.93811,43235.95869,-21522.83152,915.24949
,,,,,,,,,,,,42295.17734,-22066.27276,920.028406,43231.6156,-21514.76163,910.2051006,42294.89982,-22065.84548,923.20262,43231.36145,-21514.04053,914.50071
,,,,,,,,,,,,42264.85101,-22014.66332,916.0214653,43203.84635,-21461.63994,906.2625482,42264.6092,-22014.28743,918.80571,43203.57859,-21460.89495,910.02034
,,,,,,,,,,,,42259.79667,-22006.0617,915.3539925,43199.21853,-21452.78612,905.6056627,42259.5108,-22005.69439,918.0753,43198.98155,-21452.10409,909.2758
,,,,,,,,,,,,42274.95973,-22031.86651,917.3567133,43213.10228,-21479.34744,907.5764814,42274.706,-22031.47349,920.2699,43212.87277,-21478.5767,911.51035
,,,,,,,,,,,,42269.90536,-22023.26492,916.6890395,43208.47426,-21470.49372,906.919487,42269.60756,-22022.88048,919.53757,43208.27567,-21469.78579,910.76453
,,,,,,,,,,,,42335.61329,-22135.08558,925.3765764,43268.64975,-21585.58575,915.4667749,42335.28813,-22134.58928,929.09454,43268.34036,-21584.76971,920.51142
,,,,,,,,,,,,42345.72237,-22152.28892,926.7146132,43277.90981,-21603.29089,916.7834597,42345.38535,-22151.77529,930.57177,43277.63542,-21602.45245,922.01913
,,,,,,,,,,,,42340.66782,-22143.68723,926.0455443,43273.27971,-21594.43836,916.1250419,42340.38672,-22143.18229,929.833,43273.03784,-21593.561,921.26508
,,,,,,,,,,,,42355.83145,-22169.49232,928.0530482,43287.17035,-21620.99574,918.1007844,42355.48265,-22168.96136,932.05012,43286.9306,-21620.13548,923.53021
,,,,,,,,,,,,42350.77691,-22160.89062,927.3837807,43282.54002,-21612.14335,917.4420375,42350.48397,-22160.36832,931.31081,43282.23297,-21611.24388,922.77451
,,,,,,,,,,,,42320.44972,-22109.2807,923.3702666,43254.76074,-21559.0274,913.4927946,42320.0924,-22108.81035,926.88113,43254.54799,-21558.19594,918.25297
,,,,,,,,,,,,42315.39521,-22100.67908,922.7016935,43250.13138,-21550.17443,912.8350485,42315.09388,-22100.21737,926.14505,43249.85063,-21549.40483,917.50109
,,,,,,,,,,,,42310.3407,-22092.07746,922.0332181,43245.50219,-21541.32137,912.1774133,42309.99532,-22091.62441,925.40834,43245.25327,-21540.51367,916.7497
,,,,,,,,,,,,42330.55876,-22126.48393,924.7077068,43264.01993,-21576.73305,914.80865,42330.28953,-22125.99631,928.35639,43263.74285,-21575.87838,919.75815
,,,,,,,,,,,,42325.50424,-22117.88231,924.0389373,43259.39026,-21567.88027,914.1506592,42325.19098,-22117.40332,927.61858,43259.14543,-21567.08718,919.00534
,,,,,,,,,,,,41825.02977,-21266.32752,858.2384399,42801.33251,-20691.26229,849.6287059,41825.01802,-21266.24693,858.1689823,42801.28722,-20691.27816,849.6056459
,,,,,,,,,,,,41718.83436,-21085.7141,844.3451157,42704.11014,-20505.32888,836.1433934,41718.86572,-21085.62383,844.145955,42704.09082,-20505.27783,836.0771867
,,,,,,,,,,,,41769.40413,-21171.72142,850.9581945,42750.40483,-20593.86952,842.5640513,41769.44196,-21171.63379,850.824187,42750.38801,-20593.87775,842.5139662
,,,,,,,,,,,,41744.11934,-21128.71771,847.6509338,42727.25594,-20549.60007,839.3535678,41744.15368,-21128.62862,847.485126,42727.28916,-20549.57798,839.2943631
,,,,,,,,,,,,41754.23324,-21145.91916,848.9736677,42736.51518,-20567.30802,840.6377406,41754.24895,-21145.83062,848.821111,42736.48862,-20567.27789,840.5818562
,,,,,,,,,,,,41749.17629,-21137.31842,848.3122705,42731.8855,-20558.45408,839.9956499,41749.25128,-21137.22967,848.15263,42731.88887,-20558.47795,839.9380447
,,,,,,,,,,,,41764.34717,-21163.12068,850.2966323,42745.77486,-20585.01572,841.9219423,41764.34429,-21163.03266,850.156895,42745.78819,-20584.97779,841.8698288
,,,,,,,,,,,,41759.29021,-21154.51991,849.635122,42741.14497,-20576.1619,841.2798388,41759.34658,-21154.4317,849.488516,42741.08839,-20576.17785,841.2257898
,,,,,,,,,,,,41728.94846,-21102.91562,845.6672719,42713.36806,-20523.03757,837.4274029,41728.96085,-21102.82574,845.481324,42713.39013,-20522.978,837.3632072
,,,,,,,,,,,,41723.89144,-21094.3149,845.0061658,42708.73904,-20514.18326,836.7853853,41723.9633,-21094.22475,844.813663,42708.6905,-20514.17794,836.7201288
,,,,,,,,,,,,41739.0624,-21120.117,846.9896561,42722.62651,-20540.74598,838.7114976,41739.15604,-21120.02769,846.817557,42722.58945,-20540.67801,838.6498257
,,,,,,,,,,,,41734.00546,-21111.51633,846.3284378,42717.99722,-20531.89181,838.0694414,41734.05846,-21111.42667,846.148969,42717.9898,-20531.87801,838.0064385
,,,,,,,,,,,,41799.74589,-21223.32576,854.9286285,42778.18491,-20646.99224,846.4169376,41799.72857,-21223.24064,854.8316272,42778.18738,-20646.9777,846.3811548
,,,,,,,,,,,,41809.85955,-21240.52664,856.2524428,42787.44438,-20664.70007,847.7014788,41809.92428,-21240.44318,856.1661772,42787.38732,-20664.67783,847.6701549
,,,,,,,,,,,,41804.80278,-21231.92634,855.5905209,42782.81471,-20655.84613,847.059185,41804.82647,-21231.84167,855.4994749,42782.78728,-20655.77772,847.0256465
,,,,,,,,,,,,41819.97295,-21257.72708,857.5763926,42796.70328,-20682.40815,848.9862339,41820.02005,-21257.64589,857.5014185,42796.68732,-20682.37807,848.9601634
,,,,,,,,,,,,41814.91629,-21249.12692,856.9144046,42792.0739,-20673.55407,848.3438266,41814.92221,-21249.04422,856.8338778,42792.08722,-20673.57789,848.3156588
,,,,,,,,,,,,41784.57501,-21197.52364,852.9431948,42764.295,-20620.43081,844.490407,41784.63521,-21197.43697,852.827748,42764.28759,-20620.37764,844.44683
,,,,,,,,,,,,41779.51805,-21188.92289,852.2814769,42759.66495,-20611.57704,843.8482778,41779.53741,-21188.83597,852.159613,42759.68773,-20611.57768,843.8024783
,,,,,,,,,,,,41774.46109,-21180.32217,851.6198103,42755.03489,-20602.72327,843.2061601,41774.53971,-21180.23477,851.49245,42754.98785,-20602.67769,843.1581843
,,,,,,,,,,,,41794.68899,-21214.72515,854.2667783,42773.55501,-20638.1384,845.7747302,41794.7308,-21214.63926,854.163763,42773.5874,-20638.07764,845.7366781
,,,,,,,,,,,,41789.63199,-21206.12439,853.6049623,42768.92503,-20629.28459,845.1325554,41789.63295,-21206.03825,853.495768,42768.88752,-20629.27765,845.0922362
,,,,,,,,,,,,41663.20174,-20991.10349,837.077231,42653.19707,-20407.92787,829.0855295,41663.29346,-20991.01322,836.802974,42653.18508,-20407.87891,828.974152
,,,,,,,,,,,,41637.91382,-20948.09653,833.7769747,42630.05463,-20363.65442,825.8832433,41638.00663,-20948.00821,833.468841,42630.08103,-20363.68394,825.739322
,,,,,,,,,,,,41648.02889,-20965.29896,835.0968211,42639.31177,-20381.36375,827.1634669,41648.10131,-20965.21024,834.802432,42639.28256,-20381.38198,827.031554
,,,,,,,,,,,,41642.97129,-20956.69757,834.4368524,42634.68323,-20372.50907,826.5232249,41643.10397,-20956.6092,834.135627,42634.68182,-20372.48298,826.385354
,,,,,,,,,,,,41658.14411,-20982.50198,836.4170048,42648.56868,-20399.07315,828.444638,41658.19605,-20982.41225,836.136112,42648.58419,-20399.07993,828.326451
,,,,,,,,,,,,41653.08646,-20973.9004,835.7568668,42643.94026,-20390.21845,827.8039445,41653.19868,-20973.81122,835.469269,42643.88339,-20390.18096,827.678915
,,,,,,,,,,,,41622.74144,-20922.29394,831.7978417,42616.16844,-20337.09055,823.9651185,41622.81482,-20922.20504,831.469801,42616.1789,-20337.08666,823.804006
,,,,,,,,,,,,41617.68393,-20913.69317,831.1382929,42611.53956,-20328.23584,823.3264281,41617.81775,-20913.60386,830.803237,42611.47805,-20328.18758,823.159487
,,,,,,,,,,,,41632.85633,-20939.49554,833.1171766,42625.42595,-20354.79978,825.2435482,41633.00933,-20939.40715,832.802108,42625.38034,-20354.78488,825.094425
,,,,,,,,,,,,41627.79891,-20930.89473,832.4574703,42620.79722,-20345.94517,824.6041654,41627.91203,-20930.80615,832.135408,42620.77958,-20345.88579,824.448676
,,,,,,,,,,,,41693.54785,-21042.71023,841.0405986,42680.96714,-20461.05613,832.9339898,41693.57814,-21042.61904,840.808089,42680.99061,-20461.07581,832.8611566
,,,,,,,,,,,,41703.66257,-21059.91187,842.362213,42690.22406,-20478.76538,834.2176064,41703.77315,-21059.82094,842.142701,42690.19135,-20478.77687,834.1495856
,,,,,,,,,,,,41698.60525,-21051.31111,841.7013731,42685.59557,-20469.91077,833.575765,41698.67562,-21051.22002,841.474897,42685.59116,-20469.87629,833.5060045
,,,,,,,,,,,,41713.77719,-21077.11333,843.6841053,42699.48132,-20496.47446,835.5014325,41713.8682,-21077.02284,843.478234,42699.49113,-20496.47763,835.4343524
,,,,,,,,,,,,41708.71993,-21068.51258,843.0231399,42694.85264,-20487.61995,834.8595001,41708.77065,-21068.42192,842.810472,42694.89134,-20487.57734,834.7915387
,,,,,,,,,,,,41678.37516,-21016.90721,839.0586288,42667.08208,-20434.49204,831.0092005,41678.48572,-21016.81618,838.805556,42667.08784,-20434.47624,830.9180191
,,,,,,,,,,,,41673.31742,-21008.30609,838.3980905,42662.45376,-20425.63731,830.3678297,41673.38829,-21008.21519,838.137702,42662.48689,-20425.57701,830.2699919
,,,,,,,,,,,,41668.25959,-20999.70483,837.7376188,42657.82542,-20416.78259,829.7265996,41668.39086,-20999.61423,837.470833,42657.78594,-20416.77792,829.62201
,,,,,,,,,,,,41688.4904,-21034.10933,840.3798879,42676.33876,-20452.20145,832.2922948,41688.58064,-21034.01811,840.140252,42676.28981,-20452.17557,832.2141898
,,,,,,,,,,,,41683.43285,-21025.50832,839.7192333,42671.71041,-20443.34675,831.6506937,41683.48319,-21025.41713,839.472415,42671.68884,-20443.27575,831.5669003
,,,,,,,,,,,,41936.2787,-21455.54737,872.8123662,42903.0868,-20886.09755,863.7985375,41936.28551,-21455.48326,872.8133858,42903.08893,-20886.07668,863.8073648
,,,,,,,,,,,,41986.84102,-21541.56337,879.4425358,42949.32454,-20974.66403,870.2728881,41986.69162,-21541.51985,879.64028,42949.25322,-20974.53694,870.518033
,,,,,,,,,,,,41961.5603,-21498.55507,876.1268892,42926.20038,-20930.38374,867.0327303,41961.5338,-21498.54447,876.2036238,42926.1658,-20930.30014,867.1280298
,,,,,,,,,,,,41971.67283,-21515.75823,877.4530533,42935.44847,-20948.09672,868.3280679,41971.61609,-21515.73443,877.574917,42935.36045,-20947.9742,868.478149
,,,,,,,,,,,,41966.61651,-21507.15666,876.7899263,42930.82419,-20939.24036,867.6802783,41966.52264,-21507.1386,876.8881103,42930.76364,-20939.08469,867.801399
,,,,,,,,,,,,41981.78503,-21532.96164,878.7793364,42944.69863,-20965.80857,869.624371,41981.70018,-21532.92494,878.950486,42944.65536,-20965.64981,869.836019
,,,,,,,,,,,,41976.72898,-21524.35992,878.1161811,42940.07327,-20956.9528,868.9760984,41976.60636,-21524.32919,878.261832,42940.05844,-20956.8603,869.15616
,,,,,,,,,,,,41946.39146,-21472.75032,874.1380593,42912.33136,-20903.81251,865.0915179,41946.3602,-21472.76236,874.1587512,42912.27751,-20903.73953,865.1214891
,,,,,,,,,,,,41941.33509,-21464.1488,873.4751926,42907.70898,-20894.95508,864.444913,41941.27584,-21464.07419,873.4844182,42907.683,-20894.96195,864.4626215
,,,,,,,,,,,,41956.50406,-21489.95345,875.4639062,42921.57702,-20921.52686,866.3854216,41956.44055,-21489.94898,875.5193986,42921.5695,-20921.41067,866.4552756
,,,,,,,,,,,,41951.44779,-21481.35187,874.8009633,42916.95403,-20912.66978,865.7383525,41951.35349,-21481.35655,874.8386554,42916.97253,-20912.62864,865.7870648
,,,,,,,,,,,,42017.17586,-21593.17401,883.4227399,42977.0905,-21027.79091,874.1694054,42017.05471,-21593.09015,883.79418,42977.03604,-21027.57062,874.640518
,,,,,,,,,,,,42027.28702,-21610.37765,884.7498773,42986.34854,-21045.49828,875.4704857,42027.14422,-21610.27967,885.18572,42986.22986,-21045.24941,876.027028
,,,,,,,,,,,,42022.23148,-21601.77583,884.086283,42981.71943,-21036.64465,874.8197958,42022.04992,-21601.68503,884.489176,42981.63274,-21036.36034,875.333701
,,,,,,,,,,,,42037.39796,-21627.58135,886.0772284,42995.6071,-21063.20529,876.7727668,42037.2344,-21627.46897,886.580623,42995.52352,-21062.92852,877.420361
,,,,,,,,,,,,42032.34252,-21618.97949,885.4135258,42990.97779,-21054.35181,876.1214769,42032.13967,-21618.8744,885.883368,42990.92651,-21054.13921,876.722627
,,,,,,,,,,,,42002.00867,-21567.36861,881.4324161,42963.20552,-21001.22861,872.2199474,42001.87284,-21567.30556,881.712811,42963.14459,-21001.00387,872.572588
,,,,,,,,,,,,41996.95284,-21558.76685,880.7690745,42958.57802,-20992.37403,871.5706709,41996.87824,-21558.71027,881.021017,42958.54776,-20992.2143,871.886385
,,,,,,,,,,,,41991.89696,-21550.16511,880.1057819,42953.95101,-20983.51918,870.9216532,41991.78585,-21550.11539,880.330527,42953.85011,-20983.32646,871.20164
,,,,,,,,,,,,42012.12019,-21584.5722,882.7592488,42972.46183,-21018.93701,873.5193064,42011.96093,-21584.49543,883.09934,42972.43879,-21018.68187,873.949652
,,,,,,,,,,,,42007.06446,-21575.9704,882.0958074,42967.83348,-21010.08292,872.8694899,42006.966,-21575.90036,882.405967,42967.74203,-21009.89223,873.260932
,,,,,,,,,,,,41880.6564,-21360.93637,865.5235609,42852.23322,-20788.66848,856.7029679,41880.69544,-21360.86924,865.5125643,42852.19097,-20788.68285,856.704465
,,,,,,,,,,,,41855.37174,-21317.93214,862.2116412,42829.10207,-20744.39014,853.4854516,41855.40552,-21317.85645,862.1749854,42829.08781,-20744.37973,853.4759548
,,,,,,,,,,,,41865.48571,-21335.13386,863.5363216,42838.35587,-20762.10082,854.771985,41865.50134,-21335.06034,863.509442,42838.38836,-20762.08054,854.7673986
,,,,,,,,,,,,41860.42873,-21326.53299,862.8739662,42833.72917,-20753.24538,854.1286467,41860.40334,-21326.45934,862.8421023,42833.68856,-20753.18034,854.1222117
,,,,,,,,,,,,41875.59957,-21352.33559,864.8611226,42847.60794,-20779.81235,856.0591342,41875.59733,-21352.26483,864.8447684,42847.58924,-20779.78163,856.0585647
,,,,,,,,,,,,41870.54265,-21343.73472,864.1987064,42842.98214,-20770.95647,855.4154769,41870.4992,-21343.66384,864.1774815,42842.9895,-20770.98137,855.4125419
,,,,,,,,,,,,41840.20068,-21292.12957,860.2248745,42815.2187,-20717.82552,851.5566176,41840.21171,-21292.05196,860.172091,42815.18761,-20717.77892,851.5409627
,,,,,,,,,,,,41835.14359,-21283.52878,859.5626677,42810.59026,-20708.97097,850.91389,41835.11387,-21283.44984,859.5048242,42810.5873,-20708.97856,850.8955503
,,,,,,,,,,,,41830.0866,-21274.92801,858.9005241,42805.96152,-20700.11656,850.2712556,41830.11587,-21274.8488,858.8373735,42805.98741,-20700.07843,850.250116
,,,,,,,,,,,,41850.31471,-21309.33128,861.5493472,42824.47462,-20735.53509,852.8423883,41850.30754,-21309.25544,861.5066423,42824.48797,-20735.47955,852.830669
,,,,,,,,,,,,41845.25767,-21300.7304,860.8870887,42819.84682,-20726.68022,852.1994472,41845.30971,-21300.65299,860.8394656,42819.78748,-20726.67908,852.1853292
,,,,,,,,,,,,41910.99619,-21412.54115,869.4987646,42879.97505,-20841.81007,860.5701065,41911,-21412.5,869.499,42880,-20841.8,860.57
,,,,,,,,,,,,41921.1093,-21429.74345,870.8241012,42889.22012,-20859.52495,861.8608087,41921.1,-21429.7,870.824,42889.2,-20859.5,861.861
,,,,,,,,,,,,41916.05274,-21421.14223,870.1614121,42884.59766,-20850.66749,861.2153506,41916.1,-21421.1,870.161,42884.6,-20850.7,861.215
,,,,,,,,,,,,41931.22226,-21446.94599,872.149575,42898.46466,-20877.23998,863.1523951,41931.2,-21446.9,872.15,42898.5,-20877.2,863.152
,,,,,,,,,,,,41926.16581,-21438.3447,871.4868218,42893.84245,-20868.38245,862.5064883,41926.2,-21438.3,871.487,42893.8,-20868.4,862.506
,,,,,,,,,,,,41895.82644,-21386.73848,867.511023,42866.10589,-20815.2384,858.6356236,41895.79249,-21386.6776,867.5124029,42866.09267,-20815.18638,858.6410123
,,,,,,,,,,,,41890.76985,-21378.13784,866.8485115,42861.48216,-20806.38151,857.9912056,41890.79287,-21378.07623,866.846552,42861.49322,-20806.3854,857.9953317
,,,,,,,,,,,,41885.71317,-21369.53714,866.1860253,42856.85796,-20797.52487,857.3469893,41885.69401,-21369.47029,866.1795306,42856.89059,-20797.48331,857.3501052
,,,,,,,,,,,,41905.93961,-21403.94012,868.8361486,42875.35226,-20832.95273,859.9250727,41905.89434,-21403.89077,868.8395599,42875.39758,-20832.99263,859.9284868
,,,,,,,,,,,,41900.88302,-21395.33923,868.1735683,42870.72923,-20824.09549,859.2802452,41900.89323,-21395.28662,868.177381,42870.69686,-20824.09053,859.284617
,,,,,,,,,,,,43311.23161,-23794.89514,1056.805069,,,,43310.74919,-23793.12363,1076.0422,,,
,,,,,,,,,,,,,,,44161.40381,-23294.05471,1049.195888,,,,44160.80353,-23291.48186,1076.4141
